mineral_name,mineral_group,mineral_frequency,sample_label,rock_name,classification,latitude,longitude,doi/ref,igsn,analytical_method,data_source,SiO2,TiO2,Al2O3,FeO,MnO,MgO,Cr2O3,Fe2O3,CaO,Na2O,K2O,P2O5,NiO,BaO,CO2,SO3,SO2,PbO,SrO,ZrO2,Nb2O5,B2O3,WO3,As2O5,ZnO,MoO3,CuO,CdO,Mn2O3,Cu2O,SnO,BeO,SnO2,H2O,F,Cl,Si,Ti,Al,Fe,S,C,Cu,Pb,Zn,Co,Ni,As,Ag,Sb,Hg,Bi,Te,Mo,Mn,Mg,Ca,Na,K,Cr,Sr,Ba,Y2O3,Sc2O3,La2O3,Ce2O3,Pr2O3,Nd2O3,Sm2O3,Gd2O3,Dy2O3,ThO2,UO2,Tb2O3,V2O5,Li,PbO2,TeO2,V2O3,MnO2,Li2O,Cs2O,GeO2,Rb2O,NH42O,Ti2O3
hydroxylapatite,phosphate,,,,,,,,,,,,,,,,0.089,,,55.289,,,41.722,,,,,,,0.229,,,,,,,,,,,,,,,0.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydroxylapatite,phosphate,,,,,,,,,,,,,,,0.055,0.047,,,55.021,,,41.311,,,,,,,0.454,,,,,,,,,,,,,,,1.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydroxylapatite,phosphate,Common,samp. LST2,Pyroclastic sediment,Not Given,50.4,7.25,[25346] HUMPHREYS M. C. S. (2021),Not Given,Not Given,GEOROC,,,,,0.1275 \ 0.122512155927505,0.0466,,,54.4513,,,40.5357,,,,,,,0.2426,,,,,,,,,,,,,,,0.551464519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydroxylapatite,phosphate,,,,,,,,,,,,,,,,0,,,55.558,,,41.413,,,,,,,0.248,,,,,,,,,,,,,,,0.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydroxylapatite,phosphate,,,,,,,,,,,,,,,,0,,,55.914,,,43.396,,,,,,,0.189,,,,,,,,,,,,,,,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydroxylapatite,phosphate,,,,,,,,,,,,,,,,0.031,,,55.467,,,41.65,,,,,,,0.081,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydroxylapatite,phosphate,,,,,,,,,,,,,,,,0.067,,,55.919,,,40.914,,,,,,,0.229,,,,,,,,,,,,,,,0.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydroxylapatite,phosphate,Common,samp. LST2,Pyroclastic sediment,Not Given,50.4,7.25,[25346] HUMPHREYS M. C. S. (2021),Not Given,Not Given,GEOROC,,,,,0.122612954873663 \ 0.1133,0.0603,,,54.5996,,,40.5085,,,,,,,0.4218,,,,,,,,,,,,,,,0.5744923973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydroxylapatite,phosphate,,,,,,,,,,,,,,,,0.17,,,55.551,,,41.702,,,,,,,0.185,,,,,,,,,,,,,,,0.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydroxylapatite,phosphate,,,,,,,,,,,,,,,,0.055,,,55.948,,,41.091,,,,,,,0.214,,,,,,,,,,,,,,,0.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydroxylapatite,phosphate,,,,,,,,,,,,,,,,0.051,,,56.049,,,40.925,,,,,,,0.156,,,,,,,,,,,,,,,0.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydroxylapatite,phosphate,,,,,,,,,,,,,,,,0.052,,,55.921,,,41.725,,,,,,,0.157,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,oxide,Very common,455 LOMROG09-PC05 174.3-176.3 cm 55,Nan,Not given,88.7,58.51,https://doi.org/10.1594/PANGAEA.870973,Not Given,EPMA,Pangaea,,51.08,0.104,47.93,0.204,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,oxide,,,,,,,,,,,0.265,51.845,0.312,41.939,0.416,4.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,oxide,,,,,,,,,,,,52.5,0.124,45.961,0.058,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,oxide,Very common,samp. PA-42,"Peridotite, ilmenite-kaersutite, xenolith",Not given,33.37,-110.48,[3816] FREY F. A. (1978),Not given,Not given,GEOROC,,52.1,1.22,38.2,0.51,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,oxide,,,,,,,,,,,,57.196,0.129,40.415,0.42,0.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,oxide,,,,,,,,,,,,51.461,0.102,46.394,0.05,1.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,oxide,,,,,,,,,,,,54.635,0.112,47.449,0.154,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,oxide,Very common,546 LOMROG09-PC05 133.4-136.7 cm 46,Nan,Not given,88.7,58.51,https://doi.org/10.1594/PANGAEA.870973,Not Given,EPMA,Pangaea,0.169,55.741,0.203,42.957,0.029,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,oxide,,,,,,,,,,,,50.366,0.063,45.088,0.338,2.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,oxide,,,,,,,,,,,,49.618,0.051,48.391,0.033,0.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,oxide,Very common,samp. X104-7,Troctolite,Not given,26.5,101.7,[11865] WANG CHRISTINA YAN (2008),Not given,Not given,GEOROC,0.03,52.55,,45.89,1.16,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,oxide,Very common,5 LOMROG09-PC01 231.7-233.7 cm 5,Not given,Not given,88.54,133.48,https://doi.org/10.1594/PANGAEA.870973,Not Given,EPMA,Pangaea,,50.081,0.273,46.344,0.13,3.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,oxide,,,,,,,,,,,,49.477,0.112,50.116,0.124,0.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,oxide,,,,,,,,,,,0.014,52.634,0.195,44.973,0.108,0.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,oxide,,,,,,,,,,,,54.049,0.035,45.101,0.166,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,oxide,Very common,211 LOMROG09-PC05 105.5-107.9 cm 11,Nan,Not given,88.7,58.51,https://doi.org/10.1594/PANGAEA.870973,Not Given,EPMA,Pangaea,,48.513,0.1,49.523,0.023,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,oxide,,,,,,,,,,,0.159,53.15,0.829,42.788,0.24,2.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,oxide,,,,,,,,,,,,40.605,0.2,57.781,0.598,2.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,oxide,Very common,286 LOMROG12-TC05 21.7-22.7 cm 84,Nan,Not given,87.8205,-59.63194,https://doi.org/10.1594/PANGAEA.870973,Not Given,EPMA,Pangaea,52.649,47.104,0.136,,0.18,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,oxide,,,,,,,,,,,,53.719,0.213,45.161,0.259,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucite,tectosilicate,Common,samp. 5.115,"Leucitite, melilite",Not given,38,30,[8003] AKAL C. (2003),Not given,Not given,GEOROC,55.66,0.06,22.86,,,,,,,0.03,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucite,tectosilicate,Common,samp. BMR 80210125,"Lamproite, leucite",Not given,-18.4,123.8,[18326] JAQUES A. L. (1986),Not given,Not given,GEOROC,55.9,0.11,22.01,,,,,,,0.1,21.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucite,tectosilicate,,,,,,,,,,,55.699,,22.766,,,,,,,0.118,22.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucite,tectosilicate,Common,samp. VX,Phonolitic-tephrite,Not given,40.84454,14.39352,[20059] MACDONALD R. (2016),Not given,Not given,GEOROC,55.36,,22.59,,,,,,,0.29,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucite,tectosilicate,,,,,,,,,,,55.15,,22.809,,,,,,,0.934,20.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucite,tectosilicate,,,,,,,,,,,53.458,0.132,24.048,,,,,,,0.23,21.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucite,tectosilicate,,,,,,,,,,,55.89,,23.747,,,,,,,0.181,21.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucite,tectosilicate,Common,samp. ALB-40,Leucitite,Not given,41.73,12.65,[12495] FRANCALANCI L. (1987),Not given,Not given,GEOROC,55.42,0.04,23.79,,,,,,,0.27,21.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucite,tectosilicate,,,,,,,,,,,56.925,0.1,22.224,,,,,,,0.04,20.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucite,tectosilicate,Common,samp. LAVA 2002,Melilitite,Not given,-1.52,29.25,[23479] MINISSALE S. (2019),Not given,Not given,GEOROC,53.22813,,23.28851,,,,,,,0.6685054,21.3298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucite,tectosilicate,Common,samp. KL-9,Basanite,Not given,46.7676,15.9642,[17042] ALI S. (2013),Not given,Not given,GEOROC,52.75,0.19,29.82,,,,,,,15.43,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucite,tectosilicate,Common,samp. VO1 BIS B,Basaltic-andesite,Not given,40.84568,14.39241,[20059] MACDONALD R. (2016),Not given,Not given,GEOROC,57.48,,22.18,,,,,,,0.59,19.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucite,tectosilicate,Common,samp. SAV15,"Melilitite, leucite-olivine",Not given,42.95,13.63,[24137] LUSTRINO M. (2020),Not given,Not given,GEOROC,54.953,0.06,22.944,,,,,,,0.221,21.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucite,tectosilicate,,,,,,,,,,,55.492,0.099,23.795,,,,,,,0.112,20.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucite,tectosilicate,Common,samp. S-37,Basanite,Not given,50.5,13.8,[24687] KRMICEK L. (2021),Not given,Not given,GEOROC,54.49,0.21,23.871,,,,,,,0.418,20.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucite,tectosilicate,Common,samp. L1,Phonolitic-tephrite,Not given,40.84568,14.39241,[20059] MACDONALD R. (2016),Not given,Not given,GEOROC,58.66,,22.69,,,,,,,0.09,19.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucite,tectosilicate,,,,,,,,,,,55.039,0.089,24.498,,,,,,,0.354,18.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucite,tectosilicate,Common,samp. AH07B,Pumice,Not given,41.73,12.65,[18353] CROSS J. K. (2014),Not given,Not given,GEOROC,54.7918,0.0271,25.0868,,,,,,,0.813,20.2548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucite,tectosilicate,Common,samp. L1,Phonolitic-tephrite,Not given,40.84568,14.39241,[20059] MACDONALD R. (2016),Not given,Not given,GEOROC,57.78,,22.11,,,,,,,0.06,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucite,tectosilicate,,,,,,,,,,,56.934,,22.381,,,,,,,0.388,19.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.58,,,,,,,,71.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.38,,,,,,,,72.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.13,,,,,,,,71.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.59,,,,,,,,73.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.73,,,,,,,,73.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.16,,,,,,,,72.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.23,,,,,,,,73.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.09,,,,,,,,71.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.96,,,,,,,,73.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.74,,,,,,,,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.01,,,,,,,,73.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.02,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.29,,,,,,,,71.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.82,,,,,,,,72.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,71.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.76,,,,,,,,71.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.29,,,,,,,,73.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.21,,,,,,,,73.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.75,,,,,,,,73.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.61,,,,,,,,73.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lollingite,sulfide,,,,,,,,,,Synthetic Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.38,,,,,,,,73.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetite,oxide,Abundant,samp. ZJBB1804,Gabbro,Not given,26.5,101.7,[26896] CAO YONGHUA (2023),Not given,Not given,GEOROC,0.043,1.1,0,31.74,0,0,0,66.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetite,oxide,,,,,,,,,,,,0.449,0.161,31.25,0.13,0.05,0.1,67.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetite,oxide,,,,,,,,,,,0.022,0.116,,30.837,0.093,,0.118,67.822,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetite,oxide,Abundant,samp. KW-3-1,"Gabbro, hornblende",Not given,41.4333,86.5458,[26013] CHEN WEI (2022),Not given,Not given,GEOROC,,0.01,0.02,30.93,0.01,,0.08,68.32,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetite,oxide,,,,,,,,,,,0.241,0.03,,30.894,,0.172,0.236,69.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetite,oxide,,,,,,,,,,,,,0.12,31.059,0.076,,,68.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetite,oxide,,,,,,,,,,,,,0.023,31.217,0.181,,,68.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetite,oxide,Abundant,samp. 107/12,"Carbonatite, dolomite-ankerite",Not given,54,108,[20287] SAVELYEVA V. B. (2016),Not given,Not given,GEOROC,,0.47,,31.35,,,0.51,67.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetite,oxide,,,,,,,,,,,,0.579,0.755,30.525,,0.113,0.057,68.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetite,oxide,,,,,,,,,,,0.039,,0.01,31.285,0.04,,0.256,69.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetite,oxide,Abundant,samp. BED-09,Andesite,Not given,-27.1,-70.34,[26637] SALAZAR E. (2020),Not given,Not given,GEOROC,,,0.07904632152,30.64527855,,,,67.98839828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetite,oxide,,,,,,,,,,,0.039,0.02,,30.784,0.02,0.02,0.108,68.674,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetite,oxide,,,,,,,,,,,0.039,,,30.348,0.039,0.01,0.02,68.156,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetite,oxide,,,,,,,,,,,0.039,0.02,,30.383,0.02,0.02,0.108,68.978,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetite,oxide,,,,,,,,,,,0.01,0.09,0.304,32.038,0.03,0.129,0.039,68.788,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetite,oxide,Abundant,samp. DR-1,Syenite,Not given,41,37.5,[22827] TEMIZEL I. (2019),Not given,Not given,GEOROC,0.02,0.19,0.11,31.23,0.09,0.01,,68.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetite,oxide,,,,,,,,,,,,,,28.826,,,,69.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetite,oxide,,,,,,,,,,,,,,29.12,,,,69.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetite,oxide,,,,,,,,,,,0.049,0.232,0.176,30.697,0.04,,,68.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetite,oxide,,,,,,,,,,,,,0.07,30.774,,,,68.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manganberzeliite,phosphate,,,,,,,,,,Synthetic Data,,,,,24.48,,,,18.93,5.38,,,,,,,,,,,,,,52.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manganberzeliite,phosphate,,,,,,,,,,Synthetic Data,,,,,24.49,,,,18.99,5.2,,,,,,,,,,,,,,51.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manganberzeliite,phosphate,,,,,,,,,,Synthetic Data,,,,,23.78,,,,19.05,5.33,,,,,,,,,,,,,,50.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manganberzeliite,phosphate,,,,,,,,,,Synthetic Data,,,,,23.84,,,,18.89,5.38,,,,,,,,,,,,,,51.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manganberzeliite,phosphate,,,,,,,,,,Synthetic Data,,,,,23.94,,,,18.77,5.29,,,,,,,,,,,,,,51.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
